Roll No.,Professional Elective 1,Professional Elective 2,Core Section
22052766,DMDW_CS-31,HPC_CS-16,CSE-46
22052767,DMDW_CS-26,DOS_CS-25,CSE-07
22052768,DMDW_CS-13,DOS_CS-34,CSE-20
22052769,DMDW_CS-21,DOS_CS-11,CSE-02
2205277,DMDW_CS-37,HPC_CS-3,CSE-38
22052770,CI_CS-1,HPC_CS-5,CSE-41
22052771,DMDW_CS-36,HPC_CS-16,CSE-23
22052772,CI_CS-9,DOS_CS-31,CSE-05
22052773,DMDW_CS-29,DOS_CS-12,CSE-29
22052774,CI_CS-3,DOS_CS-12,CSE-36
22052775,DMDW_CS-35,DOS_CS-25,CSE-15
22052776,DMDW_CS-16,DOS_CS-26,CSE-16
22052777,DMDW_CS-34,HPC_CS-18,CSE-12
22052779,DMDW_CS-26,DOS_CS-12,CSE-43
2205278,DMDW_CS-9,HPC_CS-4,CSE-50
22052780,DMDW_CS-29,HPC_CS-10,CSE-28
22052781,DMDW_CS-21,HPC_CS-11,CSE-18
22052782,DMDW_CS-37,DOS_CS-12,CSE-53
22052784,DMDW_CS-29,DOS_CS-34,CSE-48
22052785,CI_CS-6,HPC_CS-11,CSE-31
22052786,DMDW_CS-14,DOS_CS-32,CSE-32
22052787,CD_CS-1,HPC_CS-15,CSE-09
22052788,DMDW_CS-30,DOS_CS-25,CSE-29
22052789,DMDW_CS-14,DOS_CS-34,CSE-10
2205279,DMDW_CS-6,HPC_CS-7,CSE-10
22052790,DMDW_CS-35,DOS_CS-16,CSE-10
22052791,DMDW_CS-29,DOS_CS-10,CSE-04
22052792,CI_CS-4,HPC_CS-18,CSE-43
22052793,CI_CS-6,HPC_CS-11,CSE-27
22052794,DMDW_CS-23,HPC_CS-7,CSE-02
22052795,CI_CS-2,HPC_CS-10,CSE-30
22052796,DMDW_CS-35,DOS_CS-12,CSE-12
22052797,CI_CS-4,DOS_CS-30,CSE-06
22052799,DMDW_CS-30,DOS_CS-35,CSE-09
2205280,DMDW_CS-17,DOS_CS-22,CSE-30
22052800,CI_CS-11,DOS_CS-26,CSE-43
22052801,DMDW_CS-21,DOS_CS-35,CSE-36
22052802,DMDW_CS-28,DOS_CS-31,CSE-03
22052803,DMDW_CS-36,HPC_CS-12,CSE-09
22052804,DMDW_CS-15,HPC_CS-15,CSE-31
22052805,DMDW_CS-16,DOS_CS-28,CSE-05
22052806,DMDW_CS-20,DOS_CS-28,CSE-31
22052807,DMDW_CS-32,HPC_CS-16,CSE-40
22052808,DMDW_CS-1,HPC_CS-11,CSE-35
22052809,CI_CS-6,DOS_CS-12,CSE-27
2205281,CI_CS-5,DOS_CS-27,CSE-09
22052810,CI_CS-7,DOS_CS-31,CSE-39
22052811,DMDW_CS-30,DOS_CS-25,CSE-29
22052812,DMDW_CS-29,DOS_CS-33,CSE-25
22052813,CI_CS-11,DOS_CS-35,CSE-14
22052814,CI_CS-13,HPC_CS-21,CSE-45
22052815,CD_CS-3,HPC_CS-18,CSE-48
22052816,CI_CS-5,DOS_CS-17,CSE-39
22052817,CD_CS-3,HPC_CS-9,CSE-25
22052818,CI_CS-10,DOS_CS-23,CSE-54
22052819,CI_CS-5,DOS_CS-17,CSE-39
2205282,DMDW_CS-18,DOS_CS-8,CSE-25
22052820,DMDW_CS-30,DOS_CS-28,CSE-39
22052821,DMDW_CS-23,DOS_CS-28,CSE-48
22052822,CI_CS-6,HPC_CS-11,CSE-31
22052823,CI_CS-5,HPC_CS-7,CSE-07
22052824,DMDW_CS-1,DOS_CS-34,CSE-35
22052825,DMDW_CS-18,DOS_CS-27,CSE-42
22052826,CI_CS-7,DOS_CS-30,CSE-09
22052827,DMDW_CS-29,DOS_CS-11,CSE-07
22052828,CI_CS-13,HPC_CS-21,CSE-17
22052829,DMDW_CS-16,DOS_CS-20,CSE-25
2205283,DMDW_CS-35,DOS_CS-7,CSE-19
22052830,DMDW_CS-7,DOS_CS-23,CSE-02
22052831,DMDW_CS-34,DOS_CS-11,CSE-18
22052832,DMDW_CS-34,DOS_CS-32,CSE-18
22052833,DMDW_CS-26,HPC_CS-13,CSE-30
22052834,CI_CS-5,DOS_CS-34,CSE-54
22052835,DMDW_CS-27,HPC_CS-7,CSE-10
22052836,DMDW_CS-23,DOS_CS-23,CSE-10
22052837,DMDW_CS-26,DOS_CS-20,CSE-45
22052838,CI_CS-1,DOS_CS-23,CSE-12
22052839,DMDW_CS-1,DOS_CS-31,CSE-03
2205284,DMDW_CS-9,DOS_CS-8,CSE-35
22052840,CI_CS-1,DOS_CS-10,CSE-54
22052841,DMDW_CS-1,HPC_CS-11,CSE-35
22052842,DMDW_CS-1,DOS_CS-34,CSE-33
22052843,DMDW_CS-13,DOS_CS-34,CSE-06
22052844,DMDW_CS-36,HPC_CS-20,CSE-07
22052845,DMDW_CS-1,DOS_CS-21,CSE-06
22052846,DMDW_CS-29,DOS_CS-11,CSE-19
22052847,CI_CS-2,DOS_CS-17,CSE-46
22052848,DMDW_CS-28,DOS_CS-27,CSE-33
22052849,CI_CS-6,HPC_CS-11,CSE-31
2205285,CI_CS-9,HPC_CS-9,CSE-29
22052850,DMDW_CS-37,DOS_CS-29,CSE-13
22052851,DMDW_CS-16,HPC_CS-20,CSE-43
22052852,DMDW_CS-27,DOS_CS-25,CSE-06
22052853,DMDW_CS-29,HPC_CS-12,CSE-55
22052854,DMDW_CS-38,HPC_CS-5,CSE-19
22052855,DMDW_CS-38,HPC_CS-6,CSE-48
22052856,DMDW_CS-25,HPC_CS-8,CSE-37
22052857,DMDW_CS-1,DOS_CS-34,CSE-35
22052858,DMDW_CS-20,DOS_CS-31,CSE-46
22052859,CI_CS-12,HPC_CS-13,CSE-31
2205286,DMDW_CS-17,DOS_CS-18,CSE-05
22052860,DMDW_CS-13,DOS_CS-27,CSE-20
22052861,CI_CS-6,HPC_CS-11,CSE-31
22052862,DMDW_CS-29,DOS_CS-33,CSE-25
22052863,CI_CS-6,HPC_CS-9,CSE-17
22052864,DMDW_CS-29,DOS_CS-17,CSE-01
22052865,DMDW_CS-31,HPC_CS-6,CSE-11
22052866,DMDW_CS-31,HPC_CS-6,CSE-11
22052867,CI_CS-4,HPC_CS-18,CSE-37
22052868,CD_CS-2,DOS_CS-24,CSE-19
22052869,DMDW_CS-37,DOS_CS-12,CSE-50
22052870,DMDW_CS-13,HPC_CS-11,CSE-29
22052871,DMDW_CS-30,DOS_CS-29,CSE-02
22052872,DMDW_CS-13,DOS_CS-12,CSE-29
22052873,CI_CS-4,HPC_CS-7,CSE-02
22052874,CI_CS-5,DOS_CS-17,CSE-39
22052875,DMDW_CS-33,DOS_CS-24,CSE-16
22052876,CI_CS-1,HPC_CS-18,CSE-30
22052877,DMDW_CS-13,DOS_CS-30,CSE-18
22052878,DMDW_CS-18,DOS_CS-30,CSE-03
22052879,DMDW_CS-22,HPC_CS-15,CSE-49
2205288,CI_CS-10,HPC_CS-7,CSE-27
22052880,DMDW_CS-22,HPC_CS-14,CSE-49
22052881,DMDW_CS-28,HPC_CS-15,CSE-44
22052882,CI_CS-11,HPC_CS-10,CSE-32
22052883,DMDW_CS-26,HPC_CS-5,CSE-15
22052884,DMDW_CS-13,DOS_CS-30,CSE-33
22052885,DMDW_CS-22,HPC_CS-8,CSE-39
22052886,DMDW_CS-29,DOS_CS-30,CSE-55
22052887,DMDW_CS-29,DOS_CS-17,CSE-06
22052888,DMDW_CS-31,DOS_CS-29,CSE-37
22052889,DMDW_CS-37,DOS_CS-29,CSE-34
2205289,CI_CS-8,HPC_CS-10,CSE-46
22052890,DMDW_CS-16,DOS_CS-16,CSE-14
22052891,DMDW_CS-16,HPC_CS-5,CSE-19
22052892,DMDW_CS-31,DOS_CS-12,CSE-29
22052893,CI_CS-2,HPC_CS-20,CSE-24
22052894,CI_CS-14,DOS_CS-20,CSE-40
22052895,DMDW_CS-31,DOS_CS-29,CSE-42
22052896,DMDW_CS-13,DOS_CS-24,CSE-33
22052897,DMDW_CS-25,HPC_CS-8,CSE-19
22052898,DMDW_CS-36,HPC_CS-17,CSE-33
22052899,DMDW_CS-33,DOS_CS-29,CSE-50
2205290,DMDW_CS-28,DOS_CS-15,CSE-40
22052900,DMDW_CS-25,DOS_CS-25,CSE-14
22052901,CD_CS-4,HPC_CS-18,CSE-14
22052902,DMDW_CS-29,HPC_CS-14,CSE-30
22052903,CI_CS-8,HPC_CS-16,CSE-48
22052904,DMDW_CS-16,HPC_CS-16,CSE-42
22052906,DMDW_CS-15,DOS_CS-12,CSE-42
22052907,DMDW_CS-16,DOS_CS-12,CSE-42
22052908,DMDW_CS-13,DOS_CS-11,CSE-05
22052909,DMDW_CS-16,DOS_CS-12,CSE-37
2205291,DMDW_CS-8,DOS_CS-13,CSE-46
22052910,DMDW_CS-22,HPC_CS-14,CSE-27
22052911,CI_CS-11,HPC_CS-10,CSE-22
22052912,CI_CS-14,DOS_CS-25,CSE-04
22052913,CI_CS-11,DOS_CS-12,CSE-22
22052914,DMDW_CS-19,DOS_CS-18,CSE-09
22052915,CI_CS-9,HPC_CS-19,CSE-40
22052916,DMDW_CS-25,DOS_CS-33,CSE-31
22052918,DMDW_CS-25,DOS_CS-1,CSE-30
22052919,DMDW_CS-25,DOS_CS-24,CSE-30
2205292,DMDW_CS-27,DOS_CS-3,CSE-20
22052920,DMDW_CS-27,DOS_CS-28,CSE-48
22052921,DMDW_CS-36,DOS_CS-28,CSE-30
22052922,DMDW_CS-29,DOS_CS-29,CSE-54
22052923,DMDW_CS-23,DOS_CS-35,CSE-10
22052924,DMDW_CS-17,DOS_CS-27,CSE-07
22052925,CI_CS-1,DOS_CS-24,CSE-22
22052926,CI_CS-14,HPC_CS-10,CSE-49
22052927,DMDW_CS-25,DOS_CS-23,CSE-30
22052928,DMDW_CS-26,DOS_CS-20,CSE-45
22052929,CI_CS-1,DOS_CS-33,CSE-52
2205293,DMDW_CS-9,HPC_CS-10,CSE-30
22052930,DMDW_CS-27,DOS_CS-28,CSE-14
22052931,DMDW_CS-21,DOS_CS-1,CSE-41
22052932,DMDW_CS-25,DOS_CS-1,CSE-52
22052933,DMDW_CS-19,DOS_CS-34,CSE-52
22052934,CI_CS-2,HPC_CS-19,CSE-51
22052935,CI_CS-6,HPC_CS-15,CSE-40
22052936,CI_CS-6,HPC_CS-8,CSE-40
22052937,CI_CS-3,DOS_CS-29,CSE-12
22052938,DMDW_CS-31,DOS_CS-29,CSE-11
22052939,CI_CS-11,DOS_CS-33,CSE-46
2205294,CI_CS-3,HPC_CS-3,CSE-41
22052940,DMDW_CS-16,DOS_CS-23,CSE-46
22052941,DMDW_CS-36,DOS_CS-21,CSE-49
22052942,DMDW_CS-28,DOS_CS-30,CSE-09
22052943,DMDW_CS-16,DOS_CS-16,CSE-49
22052944,CD_CS-3,HPC_CS-13,CSE-14
22052945,DMDW_CS-25,DOS_CS-30,CSE-52
22052946,DMDW_CS-22,HPC_CS-18,CSE-09
22052947,CI_CS-6,HPC_CS-8,CSE-40
22052948,DMDW_CS-19,DOS_CS-16,CSE-52
22052949,CI_CS-13,HPC_CS-21,CSE-50
2205295,DMDW_CS-11,HPC_CS-15,CSE-25
22052950,DMDW_CS-16,DOS_CS-24,CSE-38
22052951,CI_CS-6,HPC_CS-8,CSE-41
22052952,CI_CS-6,HPC_CS-8,CSE-52
22052953,DMDW_CS-27,DOS_CS-28,CSE-30
22052954,CI_CS-6,HPC_CS-8,CSE-40
22052955,CI_CS-4,HPC_CS-6,CSE-50
22052956,DMDW_CS-16,DOS_CS-23,CSE-26
22052958,CI_CS-9,DOS_CS-27,CSE-33
22052959,DMDW_CS-1,DOS_CS-29,CSE-07
2205296,DMDW_CS-3,HPC_CS-16,CSE-03
22052960,DMDW_CS-16,DOS_CS-23,CSE-26
22052961,CI_CS-1,DOS_CS-12,CSE-40
22052962,CI_CS-5,HPC_CS-10,CSE-28
22052963,DMDW_CS-21,HPC_CS-6,CSE-28
22052964,DMDW_CS-30,DOS_CS-21,CSE-23
22052965,DMDW_CS-25,DOS_CS-23,CSE-30
22052966,DMDW_CS-16,DOS_CS-23,CSE-55
22052967,CI_CS-4,HPC_CS-10,CSE-16
22052968,DMDW_CS-30,DOS_CS-17,CSE-33
22052969,CI_CS-2,DOS_CS-12,CSE-50
2205297,CI_CS-10,HPC_CS-9,CSE-49
22052970,CI_CS-3,DOS_CS-23,CSE-43
22052971,DMDW_CS-28,HPC_CS-8,CSE-44
22052973,CI_CS-12,HPC_CS-12,CSE-01
22052974,DMDW_CS-20,DOS_CS-30,CSE-39
22052975,DMDW_CS-38,HPC_CS-20,CSE-17
22052976,DMDW_CS-38,DOS_CS-23,CSE-23
22052977,CI_CS-9,HPC_CS-10,CSE-20
22052978,DMDW_CS-37,DOS_CS-26,CSE-49
22052979,DMDW_CS-1,HPC_CS-18,CSE-35
2205298,DMDW_CS-22,HPC_CS-1,CSE-23
22052980,DMDW_CS-26,DOS_CS-20,CSE-24
22052981,DMDW_CS-34,DOS_CS-11,CSE-14
22052982,CI_CS-12,DOS_CS-1,CSE-47
22052983,DMDW_CS-38,HPC_CS-12,CSE-13
22052984,CD_CS-4,HPC_CS-20,CSE-23
22052985,CD_CS-4,HPC_CS-16,CSE-23
22052986,CD_CS-2,HPC_CS-6,CSE-34
22052987,CD_CS-2,HPC_CS-5,CSE-47
22052988,DMDW_CS-16,DOS_CS-35,CSE-41
22052989,DMDW_CS-27,DOS_CS-28,CSE-21
2205299,DMDW_CS-2,DOS_CS-22,CSE-10
22052990,DMDW_CS-25,DOS_CS-24,CSE-30
22052991,DMDW_CS-22,DOS_CS-1,CSE-19
22052992,CI_CS-12,HPC_CS-20,CSE-14
22052993,DMDW_CS-16,DOS_CS-25,CSE-28
22052994,DMDW_CS-16,DOS_CS-23,CSE-42
22052995,DMDW_CS-7,DOS_CS-35,CSE-25
22052996,DMDW_CS-22,DOS_CS-12,CSE-10
22052997,DMDW_CS-7,DOS_CS-33,CSE-42
22052998,CI_CS-8,HPC_CS-15,CSE-44
22052999,DMDW_CS-14,DOS_CS-17,CSE-28
2205300,CI_CS-1,HPC_CS-5,CSE-12
22053001,DMDW_CS-29,DOS_CS-17,CSE-28
22053002,DMDW_CS-24,HPC_CS-13,CSE-43
22053003,CI_CS-8,HPC_CS-9,CSE-44
22053004,DMDW_CS-31,DOS_CS-11,CSE-16
22053005,CI_CS-8,DOS_CS-12,CSE-21
22053006,CI_CS-1,HPC_CS-5,CSE-16
22053007,DMDW_CS-16,DOS_CS-29,CSE-13
22053008,CD_CS-2,DOS_CS-20,CSE-13
22053009,DMDW_CS-34,DOS_CS-27,CSE-14
2205301,DMDW_CS-4,DOS_CS-27,CSE-09
22053010,DMDW_CS-38,HPC_CS-20,CSE-21
22053011,DMDW_CS-31,DOS_CS-25,CSE-28
22053012,DMDW_CS-29,HPC_CS-14,CSE-28
22053013,DMDW_CS-31,DOS_CS-27,CSE-29
22053014,DMDW_CS-36,DOS_CS-28,CSE-42
22053015,DMDW_CS-34,DOS_CS-23,CSE-09
22053016,DMDW_CS-28,DOS_CS-24,CSE-09
22053017,DMDW_CS-28,DOS_CS-17,CSE-33
22053018,CD_CS-4,DOS_CS-19,CSE-40
22053019,DMDW_CS-13,DOS_CS-32,CSE-44
2205302,CI_CS-14,HPC_CS-3,CSE-04
22053020,CI_CS-14,DOS_CS-17,CSE-40
22053021,CI_CS-9,HPC_CS-11,CSE-01
22053022,DMDW_CS-30,DOS_CS-28,CSE-09
22053023,CD_CS-1,DOS_CS-12,CSE-36
22053024,CI_CS-7,DOS_CS-34,CSE-29
22053025,DMDW_CS-13,DOS_CS-32,CSE-44
22053026,DMDW_CS-7,HPC_CS-20,CSE-50
22053027,DMDW_CS-36,DOS_CS-29,CSE-07
22053028,DMDW_CS-7,DOS_CS-11,CSE-46
22053029,DMDW_CS-38,HPC_CS-20,CSE-17
2205303,DMDW_CS-3,HPC_CS-10,CSE-12
22053030,DMDW_CS-38,DOS_CS-24,CSE-19
22053032,DMDW_CS-13,HPC_CS-8,CSE-18
22053033,DMDW_CS-31,DOS_CS-23,CSE-19
22053034,DMDW_CS-31,DOS_CS-23,CSE-19
22053035,DMDW_CS-32,HPC_CS-8,CSE-28
22053036,DMDW_CS-19,DOS_CS-30,CSE-03
22053037,DMDW_CS-31,HPC_CS-10,CSE-44
22053038,CI_CS-6,HPC_CS-8,CSE-40
22053039,DMDW_CS-13,DOS_CS-25,CSE-27
2205304,DMDW_CS-32,DOS_CS-9,CSE-46
22053040,CD_CS-4,DOS_CS-28,CSE-09
22053041,DMDW_CS-31,DOS_CS-34,CSE-44
22053042,DMDW_CS-31,DOS_CS-34,CSE-44
22053043,CI_CS-2,DOS_CS-16,CSE-11
22053044,DMDW_CS-29,DOS_CS-11,CSE-48
22053045,DMDW_CS-36,HPC_CS-12,CSE-28
22053046,DMDW_CS-29,DOS_CS-32,CSE-36
22053047,CI_CS-14,HPC_CS-15,CSE-23
22053048,DMDW_CS-20,HPC_CS-20,CSE-49
22053049,DMDW_CS-1,HPC_CS-5,CSE-15
2205305,DMDW_CS-6,HPC_CS-7,CSE-10
22053050,DMDW_CS-34,DOS_CS-23,CSE-36
22053051,DMDW_CS-27,DOS_CS-28,CSE-18
22053052,DMDW_CS-19,HPC_CS-14,CSE-29
22053053,DMDW_CS-13,DOS_CS-27,CSE-01
22053054,CI_CS-14,HPC_CS-8,CSE-49
22053055,CI_CS-1,HPC_CS-20,CSE-21
22053056,DMDW_CS-13,DOS_CS-25,CSE-33
22053057,CI_CS-4,DOS_CS-35,CSE-49
22053058,CI_CS-7,DOS_CS-35,CSE-27
22053059,DMDW_CS-25,DOS_CS-29,CSE-39
2205306,DMDW_CS-35,DOS_CS-2,CSE-30
22053060,CI_CS-14,DOS_CS-31,CSE-35
22053061,CI_CS-4,HPC_CS-18,CSE-32
22053062,DMDW_CS-33,DOS_CS-16,CSE-21
22053063,DMDW_CS-37,DOS_CS-26,CSE-01
22053064,DMDW_CS-28,DOS_CS-11,CSE-26
22053065,DMDW_CS-18,DOS_CS-30,CSE-01
22053066,CI_CS-3,HPC_CS-20,CSE-46
22053067,DMDW_CS-23,DOS_CS-21,CSE-35
22053068,CI_CS-4,DOS_CS-27,CSE-39
22053069,CI_CS-4,DOS_CS-28,CSE-39
2205307,CI_CS-4,HPC_CS-7,CSE-27
22053070,DMDW_CS-20,DOS_CS-35,CSE-23
22053071,DMDW_CS-7,DOS_CS-16,CSE-23
22053072,CI_CS-9,HPC_CS-7,CSE-20
22053073,DMDW_CS-34,DOS_CS-35,CSE-14
22053074,DMDW_CS-34,DOS_CS-1,CSE-05
22053075,DMDW_CS-29,DOS_CS-11,CSE-05
22053076,DMDW_CS-31,HPC_CS-10,CSE-20
22053077,DMDW_CS-33,DOS_CS-29,CSE-26
22053078,DMDW_CS-17,DOS_CS-27,CSE-05
22053079,DMDW_CS-29,HPC_CS-16,CSE-52
2205308,DMDW_CS-2,HPC_CS-7,CSE-10
22053080,CI_CS-2,DOS_CS-16,CSE-11
22053081,DMDW_CS-34,DOS_CS-16,CSE-25
22053082,DMDW_CS-31,DOS_CS-21,CSE-20
22053083,DMDW_CS-32,DOS_CS-17,CSE-10
22053084,DMDW_CS-17,DOS_CS-27,CSE-05
22053085,CI_CS-4,HPC_CS-6,CSE-02
22053086,CI_CS-13,HPC_CS-21,CSE-07
22053087,DMDW_CS-29,HPC_CS-16,CSE-52
22053088,DMDW_CS-25,DOS_CS-23,CSE-30
22053089,DMDW_CS-1,HPC_CS-8,CSE-11
2205309,DMDW_CS-28,HPC_CS-1,CSE-39
22053090,CI_CS-10,HPC_CS-20,CSE-23
22053091,CD_CS-4,DOS_CS-32,CSE-55
22053092,DMDW_CS-25,DOS_CS-34,CSE-30
22053093,CI_CS-7,HPC_CS-8,CSE-49
22053094,CI_CS-10,HPC_CS-20,CSE-08
22053095,CI_CS-8,DOS_CS-25,CSE-12
22053096,DMDW_CS-35,HPC_CS-12,CSE-28
22053097,CI_CS-10,HPC_CS-14,CSE-18
22053098,DMDW_CS-16,DOS_CS-29,CSE-13
22053099,CI_CS-11,HPC_CS-7,CSE-53
2205310,CI_CS-2,DOS_CS-6,CSE-51
22053100,DMDW_CS-34,DOS_CS-1,CSE-05
22053101,CD_CS-4,DOS_CS-25,CSE-11
22053102,CD_CS-3,DOS_CS-35,CSE-27
22053103,CI_CS-3,DOS_CS-35,CSE-27
22053104,DMDW_CS-1,HPC_CS-16,CSE-41
22053105,DMDW_CS-23,DOS_CS-16,CSE-01
22053106,DMDW_CS-14,HPC_CS-11,CSE-29
22053107,DMDW_CS-20,DOS_CS-35,CSE-23
22053108,DMDW_CS-37,DOS_CS-25,CSE-01
22053109,DMDW_CS-35,HPC_CS-12,CSE-28
22053110,DMDW_CS-15,DOS_CS-29,CSE-20
22053111,CI_CS-3,HPC_CS-7,CSE-51
22053112,DMDW_CS-26,DOS_CS-20,CSE-16
22053114,CI_CS-7,HPC_CS-15,CSE-01
22053115,CI_CS-1,HPC_CS-20,CSE-50
22053116,CI_CS-8,DOS_CS-29,CSE-12
22053117,DMDW_CS-29,DOS_CS-11,CSE-05
22053118,DMDW_CS-7,HPC_CS-8,CSE-27
22053119,DMDW_CS-19,HPC_CS-8,CSE-03
2205312,CI_CS-11,HPC_CS-4,CSE-51
22053120,CI_CS-4,DOS_CS-29,CSE-50
22053121,DMDW_CS-35,HPC_CS-13,CSE-28
22053122,DMDW_CS-16,HPC_CS-20,CSE-43
22053123,CD_CS-3,DOS_CS-27,CSE-27
22053124,DMDW_CS-21,DOS_CS-1,CSE-26
22053125,DMDW_CS-38,DOS_CS-33,CSE-50
22053126,CI_CS-9,DOS_CS-25,CSE-35
22053127,DMDW_CS-13,DOS_CS-27,CSE-01
22053128,DMDW_CS-17,HPC_CS-15,CSE-45
22053129,DMDW_CS-33,DOS_CS-20,CSE-25
2205313,CI_CS-11,HPC_CS-4,CSE-37
22053130,DMDW_CS-20,DOS_CS-30,CSE-39
22053131,DMDW_CS-20,DOS_CS-30,CSE-39
22053132,DMDW_CS-23,DOS_CS-12,CSE-42
22053133,DMDW_CS-30,DOS_CS-35,CSE-23
22053134,DMDW_CS-25,DOS_CS-31,CSE-46
22053135,DMDW_CS-20,DOS_CS-31,CSE-46
22053136,DMDW_CS-22,HPC_CS-18,CSE-25
22053137,CD_CS-4,DOS_CS-23,CSE-09
22053138,DMDW_CS-26,HPC_CS-5,CSE-08
22053139,DMDW_CS-28,DOS_CS-31,CSE-03
2205314,CI_CS-4,DOS_CS-9,CSE-06
22053140,DMDW_CS-16,DOS_CS-20,CSE-47
22053141,DMDW_CS-17,HPC_CS-14,CSE-45
22053142,CI_CS-1,HPC_CS-5,CSE-34
22053143,DMDW_CS-1,DOS_CS-10,CSE-03
22053145,DMDW_CS-22,DOS_CS-25,CSE-32
22053146,DMDW_CS-38,DOS_CS-20,CSE-47
22053147,CI_CS-9,DOS_CS-31,CSE-11
22053148,DMDW_CS-20,DOS_CS-1,CSE-39
2205315,DMDW_CS-6,HPC_CS-7,CSE-10
22053150,DMDW_CS-31,DOS_CS-12,CSE-32
22053151,DMDW_CS-30,HPC_CS-18,CSE-39
22053152,DMDW_CS-38,DOS_CS-34,CSE-23
22053153,DMDW_CS-38,DOS_CS-20,CSE-23
22053154,CI_CS-8,DOS_CS-21,CSE-50
22053155,DMDW_CS-26,DOS_CS-24,CSE-17
22053156,DMDW_CS-20,DOS_CS-30,CSE-35
22053157,DMDW_CS-20,DOS_CS-1,CSE-39
22053158,DMDW_CS-16,DOS_CS-16,CSE-50
22053159,CI_CS-10,HPC_CS-18,CSE-14
2205316,CI_CS-10,HPC_CS-4,CSE-25
22053160,DMDW_CS-29,HPC_CS-13,CSE-47
22053161,DMDW_CS-38,DOS_CS-35,CSE-34
22053162,DMDW_CS-17,DOS_CS-35,CSE-23
22053163,CI_CS-11,DOS_CS-12,CSE-37
22053164,CI_CS-5,DOS_CS-17,CSE-39
22053165,DMDW_CS-16,DOS_CS-35,CSE-43
22053166,DMDW_CS-17,DOS_CS-27,CSE-09
22053167,DMDW_CS-16,DOS_CS-16,CSE-41
22053168,DMDW_CS-34,DOS_CS-12,CSE-12
22053169,DMDW_CS-22,DOS_CS-1,CSE-32
2205317,CI_CS-2,HPC_CS-6,CSE-43
22053170,DMDW_CS-30,DOS_CS-35,CSE-23
22053171,DMDW_CS-19,DOS_CS-17,CSE-06
22053172,DMDW_CS-34,DOS_CS-16,CSE-19
22053173,DMDW_CS-19,DOS_CS-29,CSE-44
22053174,DMDW_CS-30,DOS_CS-1,CSE-14
22053175,DMDW_CS-31,DOS_CS-16,CSE-37
22053176,DMDW_CS-26,DOS_CS-16,CSE-49
22053177,DMDW_CS-37,HPC_CS-18,CSE-25
22053178,CI_CS-5,DOS_CS-34,CSE-54
22053179,DMDW_CS-22,HPC_CS-7,CSE-12
2205318,CI_CS-11,HPC_CS-4,CSE-37
22053180,DMDW_CS-23,DOS_CS-12,CSE-42
22053181,DMDW_CS-26,DOS_CS-33,CSE-49
22053182,DMDW_CS-26,DOS_CS-31,CSE-05
22053183,DMDW_CS-22,DOS_CS-30,CSE-27
22053184,CD_CS-4,DOS_CS-29,CSE-46
22053185,DMDW_CS-38,HPC_CS-18,CSE-25
22053186,DMDW_CS-23,HPC_CS-18,CSE-25
22053187,CI_CS-4,HPC_CS-20,CSE-48
22053188,DMDW_CS-37,HPC_CS-18,CSE-25
22053189,DMDW_CS-25,DOS_CS-19,CSE-23
2205319,DMDW_CS-11,DOS_CS-8,CSE-38
22053190,DMDW_CS-27,DOS_CS-11,CSE-55
22053191,DMDW_CS-26,DOS_CS-16,CSE-14
22053192,DMDW_CS-31,HPC_CS-20,CSE-43
22053193,CD_CS-1,DOS_CS-12,CSE-36
22053194,CI_CS-8,HPC_CS-9,CSE-09
22053195,DMDW_CS-20,DOS_CS-1,CSE-39
22053196,DMDW_CS-20,DOS_CS-1,CSE-39
22053198,DMDW_CS-20,DOS_CS-30,CSE-35
22053199,CI_CS-4,HPC_CS-18,CSE-25
2205320,DMDW_CS-2,HPC_CS-3,CSE-38
22053200,CI_CS-6,DOS_CS-32,CSE-30
22053201,CI_CS-6,HPC_CS-11,CSE-31
22053202,CI_CS-7,HPC_CS-8,CSE-29
22053203,CI_CS-6,HPC_CS-11,CSE-31
22053204,CI_CS-2,HPC_CS-20,CSE-50
22053205,DMDW_CS-35,DOS_CS-12,CSE-36
22053206,DMDW_CS-38,DOS_CS-10,CSE-23
22053207,CI_CS-13,HPC_CS-21,CSE-24
22053208,CD_CS-1,HPC_CS-13,CSE-05
22053209,CI_CS-3,HPC_CS-18,CSE-25
2205321,DMDW_CS-6,HPC_CS-2,CSE-40
22053210,DMDW_CS-24,DOS_CS-28,CSE-47
22053211,DMDW_CS-20,DOS_CS-30,CSE-35
22053212,CI_CS-1,HPC_CS-5,CSE-15
22053213,DMDW_CS-16,DOS_CS-16,CSE-26
22053214,DMDW_CS-17,DOS_CS-34,CSE-05
22053215,CI_CS-4,DOS_CS-11,CSE-02
22053216,DMDW_CS-26,DOS_CS-24,CSE-29
22053217,DMDW_CS-29,DOS_CS-34,CSE-48
22053218,DMDW_CS-14,HPC_CS-11,CSE-09
22053219,DMDW_CS-31,DOS_CS-25,CSE-10
2205322,DMDW_CS-23,DOS_CS-2,CSE-34
22053220,CI_CS-9,HPC_CS-14,CSE-03
22053221,DMDW_CS-16,HPC_CS-13,CSE-28
22053222,DMDW_CS-27,DOS_CS-11,CSE-08
22053223,DMDW_CS-35,DOS_CS-25,CSE-04
22053224,DMDW_CS-24,DOS_CS-23,CSE-33
22053225,DMDW_CS-28,HPC_CS-11,CSE-20
22053226,DMDW_CS-33,DOS_CS-33,CSE-08
